Title ,Content
Namma Metro Eyes for Significant Expansion to Bengaluru Suburbs,"['Bangalore', 'Metro', 'Rail', 'Corporation', 'Limited', 'BMRCL', 'put', 'forth', 'proposal', 'featuring', 'new', 'line', 'extension', 'existing', 'Purple', 'Green', 'line', 'reaching', 'Bidadi', 'Mysuru', 'Road', 'Harohalli', 'Kanakapura', 'Road', 'Attibele', 'Hosur', 'Road', 'Kunigal', 'Cross', 'Tumakuru', 'Road', 'near', 'Nelamangala']"
Clash Breaks Out Between Hotel Staff And Customers In Hyderabad Hotel | VIDEO,"['clash', 'broke', 'hotel', 'staff', 'customer', 'Telanganas', 'capital', 'Hyderabad']"
"Hyderabad Hit by Soaring LPG Cylinder Prices, Ranks Second Among Indian Metros","['Hyderabad', 'grapple', 'soaring', 'LPG', 'cylinder', 'price', 'commercial', 'domestic', 'due', 'hefty', 'local', 'tax', 'causing', 'resident', 'burden', 'price', 'stagnation', 'compared', 'metro']"
"Family-24, T-6 Tickets To Not Be Available in TSRTC Bus Within Hyderabad Suburban Limits From Today","['Family24', 'T6', 'ticket', 'completely', 'suspended', 'January', '1', 'TSRTC', 'Managing', 'Director', 'V', 'C', 'Sajjanar', 'announced', 'Sunday', 'said', 'decision', 'taken', 'wake', 'increased', 'passenger', 'traffic', 'due', 'implementation', 'Mahalakshmi', 'scheme']"
Hyderabad Biryani Dispute: Hotel Staff Attacks Family After Heated Argument About Food Quality,"['Amid', 'heated', 'exchange', 'waiter', 'armed', 'pipe', 'article', 'attacked', 'customer', 'including', 'woman', 'leading', 'injury', 'purported', 'video', 'assault', 'captured', 'CCTV', 'camera', 'also', 'went', 'viral', 'social', 'medium', 'video', 'unidentified', 'stickbearing', 'men', 'believed', 'hotel', 'staff', 'could', 'seen', 'assaulting', 'another', 'group', 'people']"
Hyderabad:  Unemployed Man Nabbed with Drugs Worth Rs 10 Lakhs on New Year's Eve,"['Police', 'confiscated', '100', 'gram', 'MDMA', '29', 'gram', 'brown', 'sugar', 'two', 'gram', 'cocaine', 'duo', 'identified', 'Leela', 'Naveen', 'Sai', 'B', 'Sai', 'Teja', 'aged', '25']"
"Bizzare! Chennai Man Bites Cop's Finger To Escape Arrest in Domestic Violent Case, Held","['Chennais', '32yearold', 'man', 'arrested', 'allegedly', 'biting', 'police', 'finger', 'visited', 'residence', 'investigate', 'domestic', 'violence', 'complaint']"
Chennai's South Usman Road Flyover: Completion Expected by December 2024,"['Chennais', 'traffic', 'woe', 'set', 'ease', 'rapid', 'construction', 'South', 'Usman', 'Road', 'flyover', 'Expected', 'completed', 'December', '2024', 'flyover', 'promise', 'faster', 'commute', 'reduced', 'congestion']"
Traffic to Be Diverted At Chennai's Pulianthope For A Year For Flyover Work From Jan 2,"['Chennai', 'Traffic', 'police', 'announced', 'traffic', 'diversion', 'Dr', 'Ambedkar', 'Road', 'Pulianthope', 'one', 'year', 'wake', 'construction', 'work', 'flyover']"
Chennai Metro Bores First-Ever Tunnel Beneath Adyar River Using 'Kaveri' TBM,"['Chennais', 'metro', 'rail', 'project', 'achieved', 'major', 'milestone', 'Kaveri', 'tunnel', 'boring', 'machine', 'successfully', 'reached', 'Adyar', 'River', 'marking', 'city', 'firstever', 'metro', 'tunnel', 'beneath', 'water', 'accomplishment', 'expands', 'Chennais', 'metro', 'network', 'connecting', 'Greenways', 'Road', 'Adyar', 'Junction', 'station']"
"Chennai New Year: No Sea Bathing And Firecrackers; 18,000 Cops To Ensure Safety","['Chennai', 'police', 'deployed', '18000', 'personnel', 'New', 'Years', 'Eve', 'including', 'vehicle', 'inspection', 'team', 'patrol', 'monitoring', 'team', 'Bathing', 'sea', 'prohibited', 'evening', 'Dec', '31', 'beach', 'closely', 'monitored', 'temporary', 'booth', 'help', 'center', 'established', 'Fireworks', 'banned', 'permission', 'needed', 'loudspeaker']"
"Ahmedabad Reports 21 New COVID-19 Cases in 24 Hours, 79 Active Cases in Gujarat","['Ahmedabad', 'see', 'highest', 'December', 'rise', '21', 'new', 'Covid', 'case', 'mostly', 'men', '8', 'traveled', 'Canada', 'US', 'Mumbai', 'Kerala', '11', 'recovered', '1', 'hospitalized', 'Gujarat', '7th', 'India', '79', 'active', 'case']"
'Ajay Baan': Ahmedabad -Made Bow and Arrow To Grace Ayodhya's Ram Mandir In January,"['Ram', 'Temple', 'Ayodhya', 'long', 'arrow', 'exhibited', 'Ahemdabad', 'January', '1', '7', 'transported', 'Ayodhya', 'January', '8']"
"Employees 'Honey-Trap' Boss, Send His Nude Pictures To Wife","['duo', 'responsible', 'act', 'joined', 'hand', 'seek', 'revenge', 'alleged', 'humiliation', 'faced', 'workplace', 'police', 'tracked', 'pair', 'claimed', 'Gupta', 'habit', 'criticising', 'making', 'fun', 'workrelated', 'matter']"
"Planning To Buy Home? Report Ranks Ahmedabad, Kolkata, Pune As Most Affordable Residential Markets","['According', 'Affordability', 'Index', 'report', 'Knight', 'Frank', 'India', 'home', 'affordability', 'India', 'improved', '2023', 'Ahmedabad', 'Kolkata', 'Pune', 'leading', 'way', 'Mumbai', 'remains', 'beyond', 'reach', 'many', 'Hyderabad', 'also', 'considered', 'expensive']"
Ahmedabad Metro Phase 2 Reaches Milestone With Launch of Sabarmati River Bridge Segment,"['Sabarmati', 'Bridge', 'key', 'feature', 'Package', 'C1', 'consists', '23', 'span', 'total', '345', 'segment', 'construction', 'Commencing', 'launch', 'Ugirders', 'December', '2021', 'Afcons', 'Infrastructures', 'dedicated', 'team', 'achieved', 'impressive', '95', 'placement', 'structural', 'element', 'showcasing', 'remarkable', 'progress', 'construction', 'process']"
"Pune: Long Queues Seen At Petrol Pumps Amid Drivers' Strike, Association Assures Undisrupted Supply","['Truckers', 'protesting', 'new', 'hitandrun', 'law', 'Bharatiya', 'Nyay', 'Sanhita', 'BNS', 'replaced', 'colonial', 'era', 'Indian', 'Penal', 'Code', 'per', 'new', 'law', 'driver', 'cause', 'serious', 'road', 'accident', 'negligent', 'driving', 'run', 'away', 'without', 'informing', 'police', 'official', 'administration', 'face', 'punishment', '10', 'year', 'fine', 'Rs', '7', 'lakh']"
Pune Airport Traffic Likely to Hit All-Time High of 9 Million Flyers Per Year By March 2024,"['Passenger', 'traffic', 'achieved', 'new', 'milestone', 'anticipated', 'reach', 'alltime', 'high', 'end', 'fiscal', 'year', 'March', '2024', 'estimated', '9', 'million', 'passenger', 'per', 'year']"
"New Year Celebrations in Pune: Traffic Advisory Issued, Road Closures & Alternate Routes Announced","['Pune', 'Police', 'issue', 'traffic', 'advisory', 'ahead', 'New', 'Years', 'Celebration', 'road', 'closure', 'announced', 'near', 'Dagdusheth', 'Ganpati', 'Temple', 'Jan', '1st', 'morning', 'Alternate', 'route', 'available', 'Shivaji', 'RdSwargate', 'SG', 'BarvePMC', 'ABCBudhwar', 'JijamataDaruwala', 'Bridge', 'Ganesh', 'RdJijamata', 'Check', 'road', 'closure']"
Pune Traffic Advisory Issued For Bhima Koregaon Anniversary; Check Routes Diversion,"['Police', 'Inspector', 'Pravin', 'project', 'coordinator', 'stated', 'traffic', 'arrangement', 'made', 'Bhima', 'Koregaon', 'anniversary', 'celebration', 'allowing', 'follower', 'reach', 'destination', 'directly', 'per', 'arrangement', 'order', 'issued', 'SP']"
"Jr NTR Returns From Japan Vacation, Expresses Shock Over Multiple Earthquakes","['Jr', 'NTR', 'took', 'social', 'medium', 'account', 'share', 'comment', 'recent', 'earthquake', 'Japan', 'actor', 'recently', 'returned', 'vacation', 'country']"
"Karan Johar Calls Ranbir Kapoor's Animal Best Film Of 2023, Hails Sandeep Reddy Vanga's Conviction","['Karan', 'Johar', 'recently', 'declared', 'Animal', 'best', 'film', '2023', 'praising', 'Sandeep', 'Reddy', 'Vangas', 'distinctive', 'narrative', 'style', 'KJo', 'commended', 'film', 'convictionbased', 'storytelling', 'breaking', 'mainstream', 'cinema', 'norm']"
Anurag Dobhal's Team Reacts To His Sudden Bigg Boss 17 Eviction: 'Jab Voting Se Nahi Hara Paaye...',"['January', '1', '2024', 'episode', 'Bigg', 'Boss', '17', 'Anurag', 'Dobhal', 'faced', 'sudden', 'eviction', 'team', 'strongly', 'reacted']"
Chinmayi Sripaada Takes Dig At Kamal Haasan For Attending Me Too Accused Vairamuthu's Book Launch Event,"['Singer', 'dubbing', 'artist', 'Chinmayi', 'Sripaada', 'called', 'Kamal', 'Haasan', 'supporting', 'Vairamuthu', 'accused', 'named', 'several', 'woman', 'movement']"
"Bigg Boss 17 Week 12 Nominations: Munawar Faruqui, Samarth Jurel And Four Others Get Nominated","['Week', '12', 'Bigg', 'Boss', '17', 'Munawar', 'Faruqui', 'Samarth', 'Jurel', 'among', 'six', 'contestant', 'nominated', 'eviction', 'Read', 'know', 'name', 'rest', 'contestant']"
"Dunki Box Office Collection Day 12: Shah Rukh Khan, Taapsee Pannu Film Closing In On Rs 200 Crore","['Shah', 'Rukh', 'Khans', 'film', 'Dunki', 'featuring', 'Taapsee', 'Pannu', 'Vikram', 'Kochhar', 'Anil', 'Grover', 'premiered', 'December', '21', 'facing', 'significant', 'box', 'office', 'competition', 'Prashanth', 'Neels', 'Salaar', 'following', 'day', 'Despite', 'reaching', 'success', 'SRKs', 'Pathaan', 'Jawan', 'Dunki', 'sustained', 'momentum', 'nearing', 'Rs', '200', 'crore', 'milestone']"
Salaar Box Office Collection Day 11: Prabhas' Film Continues To Shine In The New Year,"['Starring', 'Prabhas', 'lead', 'Salaar', 'directed', 'Prashanth', 'Neel', 'also', 'featured', 'Prithviraj', 'lead', 'role', 'film', 'day', '6', 'box', 'office', 'Read', 'find']"
Bigg Boss 17: THIS Is How Ankita Lokhande Reacted To Sushant Singh Rajput's Dead Body Picture,"['latest', 'episode', 'Bigg', 'Boss', '17', 'Ankita', 'Lokhande', 'revealed', 'first', 'reaction', 'saw', 'picture', 'exboyfriend', 'Sushant', 'Singh', 'Rajputs', 'dead', 'body', 'Read', 'full', 'story', 'know']"
Exclusive! Trade Talk: Is Dunki Star Shah Rukh Khan Reuniting With Karan Johar After Almost 14 Years? Deets Inside,"['Shah', 'Rukh', 'Khan', 'last', 'seen', 'Dunki', 'alongside', 'Taapsee', 'Pannu', 'Vicky', 'Kaushal', 'source', 'told', 'Zoom', 'SRK', 'set', 'work', 'Kuch', 'Kuch', 'Hota', 'Hai', 'director', 'Karan', 'Johar', 'worked', 'last', 'Name', 'Khan', 'released', '2010', 'February', '12']"
BB 15 Lovebirds Tejasswi Prakash-Karan Kundrra Look Lost In Love As They Ring In 2024 Together,"['Tejasswi', 'Prakash', 'Karan', 'Kundrra', 'celebrated', 'New', 'Year', '2024', 'together', 'taking', 'romantic', 'road', 'trip', 'Bigg', 'Boss', '15', 'couple', 'fun', 'evening', 'friend']"
"Animal Box Office Collection Day 32: Ranbir Kapoor Film Refuses To Slow Down, Stays Above Rs 1 Crore On New Year's Day","['Animal', 'Ranbir', 'Kapoor', 'starrer', 'Animal', 'simply', 'phenomenal', 'box', 'office', 'month', 'release', 'Sandeep', 'Reddy', 'Vanga', 'directorial', 'continues', 'pull', 'audience', 'theatre']"
Blackpink's Lisa Enjoys Cute Dinner Date With (G)I-DLE's Minnie As She Welcomes New Year 2024. WATCH,"['New', 'Year', '2024', 'clocked', 'Blackpinks', 'Lisa', 'stepped', 'dinner', 'date', 'bestie', 'GIDLEs', 'Minnie', 'Take', 'look', 'clip', 'click', 'right']"
Gadar 2 Actor Rakesh Bedi Duped Of Rs 75K By Fraudster Posing As Army Officer Over Phone,"['Veteran', 'actor', 'Rakesh', 'Bedi', 'recently', 'duped', 'whopping', 'Rs', '75000', 'fraudster', 'posing', 'Army', 'personnel', 'Read', 'know']"
"First Post Of 2024! Kajol Welcomes New Year With Wholesome Family Pics Ft. Hubby Ajay Devgn And Kids Nysa, Yug","['Kajol', 'took', 'Instagram', 'shared', 'first', 'post', '2024', 'Kajol', 'seen', 'posing', 'alongside', 'hubby', 'Ajay', 'Devgn', 'Kids', 'Nysa', 'Yug']"
Katrina Kaif-Vicky Kaushal Cuddle By The Campfire As They Ring In New Year 2024. See Romantic PICS,"['Bollywoods', 'beloved', 'couple', 'Vicky', 'Kaushal', 'Katrina', 'Kaif', 'rang', 'new', 'year', 'simple', 'campfire', 'date', 'Take', 'look', 'pic', 'right']"
"Shruti Haasan Is All Smiles As She Rings In 2024 With Beau Santanu Hazarika, Dad Kamal Haasan. See PICS","['Shruti', 'Haasan', 'celebrated', 'New', 'Year', '2024', 'family', 'well', 'longtime', 'beau', 'Santanu', 'Hazarika', 'Take', 'look', 'pic', 'right']"
Sonam Kapoor Opens Up About Hubby Anand Ahuja's Health Issues: No Doctor Could Diagnose...,"['Sonam', 'Kapoor', 'opened', 'husband', 'Anand', 'Ahujas', 'health', 'issue', 'posted', '2023', 'recap', 'video', 'penned', 'long', 'note']"
"Dharma's 2024 OTT Lineup Includes Call Me Bae, Ae Watan Mere Watan And Fabulous Lives of Bollywood Wives Season 3","['Dharmatic', 'Entertainment', 'unveiling', 'several', 'new', 'show', 'feature', '2024', 'One', 'eagerly', 'anticipated', 'series', 'Showtime', 'set', 'Bollywood', 'feature', 'actor', 'Emraan', 'Hashmi', 'Mouni', 'Roy']"
"Exclusive! Karan Johar, Aditya Chopra Vacationing In London With Families","['Longtime', 'friend', 'Karan', 'Johar', 'Aditya', 'Chopra', 'prominent', 'Bollywood', 'producer', 'extended', 'bond', 'family', 'celebrated', 'Christmas', 'New', 'Year', 'together', 'London', 'showcasing', 'strong', 'personal', 'connection', 'despite', 'professional', 'competition']"
Salaar Box Office Collection Day 10: Prabhas Starrer Crosses Rs 500 Crore Worldwide,"['Salaar', 'Box', 'Office', 'Collection', 'Day', '10', 'Directed', 'Prashanth', 'Neel', 'Telugu', 'film', 'Salaar', 'Part', '1', 'Ceasefire', 'star', 'Prabhas', 'Prithiviraj', 'Sukumaran', 'lead', 'Heres', 'much', 'film', 'day', '10']"
"Dunki Becomes SEVENTH Film To Cross $7 Million In North America, Third For SRK After Pathaan, Jawan","['Rajkumar', 'Hiranis', 'Dunki', 'featuring', 'Shah', 'Rukh', 'Khan', 'amassed', 'impressive', '7', 'million', 'North', 'American', 'box', 'office', 'marking', 'seventh', 'film', '2023', 'achieve', 'milestone', 'Notably', 'Shah', 'Rukh', 'Khan', 'attains', 'hattrick', 'figure', 'US', 'film', 'also', 'star', 'Taapsee', 'Pannu', 'Vikram', 'Kochhar', 'Arun', 'Grover', 'feature', 'special', 'cameo', 'Vicky', 'Kaushal']"
Ram Kapoor Shares Major Throwback Pic With Bade Achhe Lagte Hain co-star Sakshi Tanwar,"['Ram', 'Kapoor', 'got', 'nostalgic', 'recently', 'shared', 'major', 'throwback', 'picture', 'Sakshi', 'Tanwar', 'duo', 'popularly', 'known', 'TV', 'soap', 'Bade', 'Achhe', 'Lagte', 'Hain']"
"Bigg Boss 15's Umar Riaz Shares Uber Cool Pics From Goa As He Celebrates Birthday, New Year","['Asim', 'Riazs', 'brother', 'Umar', 'Riaz', 'celebrated', 'birthday', 'New', 'Year', 'January', '1', '2024', 'jetted', 'Goa', 'shared', 'picture', 'vacation']"
"Dua Lipa Wraps Up 2023 in India, Expressing Gratitude and Feeling 'Beyond Lucky'","['Dua', 'Lipa', 'express', 'gratitude', 'Instagram', 'ending', '2023', 'India', 'praising', 'warmth', 'people', 'detailing', 'enriching', 'experience', 'including', 'traditional', 'dance', 'temple', 'visit', 'wildlife', 'encounter']"
"British Actor Tom Wilkinson, George Clooney’s Co-Star in Michael Clayton, Dies At 75","['British', 'actor', 'Tom', 'Wilkinson', 'renowned', 'role', 'Full', 'Monty', 'Michael', 'Clayton', 'died', '75', 'family', 'announced', 'sudden', 'passing', 'home', 'leaving', 'lasting', 'legacy', 'cinema']"
Singer Paula Abdul Files Lawsuit Against American Idol's Executive Producer Nigel Lythgoe Alleging Sexual Assault,"['Paula', 'Abdul', 'singerdancer', 'filed', 'lawsuit', 'accusing', 'American', 'Idol', 'executive', 'producer', 'Nigel', 'Lythgoe', 'sexual', 'assault', 'suit', 'claim', 'Lythgoe', 'assaulted', 'elevator', 'early', 'season']"
"Ahyeon's Return To BABYMONSTER Is Uncertain, Reveals YG Entertainment Founder Yang Hyun-Suk","['YG', 'Entertainment', 'finally', 'shared', 'update', 'BABYMONSTER', 'member', 'Ahyeons', 'health', 'possible', 'return', 'group', 'Read', 'know']"
"Happy New Year ARMY! BTS' J-hope Hints At Upcoming Projects, Jin Challenges Fans To Do THIS In Sweet Notes","['BTS', 'Jin', 'Jhope', 'sent', 'heartfelt', 'message', 'fan', 'welcomed', 'New', 'Year', 'Take', 'look', 'sweet', 'New', 'Year', '2024', 'note', 'right']"
It's Blackpink Forever! Jisoo Reassures Fans After Members Part Ways With YG Entertainment For Solo Activities,"['day', 'YG', 'Entertainment', 'confirmed', 'four', 'member', 'Blackpink', 'parted', 'way', 'label', 'Jisoo', 'reassured', 'fan', 'girl', 'group', 'stay', 'Read']"
"BTS' V Is Most Polite And Popular Platoon Leader Trainee, Claims Fellow Military Recruit","['Days', 'pic', 'BTS', 'V', 'post', 'enlistment', 'surfaced', 'online', 'fellow', 'recruit', 'shared', 'update', 'beloved', 'singer', 'fan', 'Read', 'know']"
"Devara Teaser Update: Jr NTR Reveals 1st Glimpse To Be Drop On THIS Date, Drops New Poster","['Directed', 'Koratala', 'Siva', 'maker', 'Jr', 'NTR', 'unveiled', 'new', 'poster', 'Devara', 'shared', 'date', 'first', 'glimpse', 'Read']"
Rs 250 Crores! That's How Much Money Is Riding On Sankranti Releases in 2024,"['Guntur', 'Kaaram', 'Naa', 'Saami', 'Ranga', 'Telugu', 'film', 'release', 'Sankranti', 'huge', 'finance', 'pinning', 'Read', 'know']"
"Top South News: Hi Nanna Gets OTT Release Date, Vijay Starrer The Greatest Of All Time First Look OUT","['first', 'look', 'Thalapathy', '68', 'released', 'Hi', 'Nanna', 'getting', 'OTT', 'release', 'date', 'here', 'look', 'top', 'South', 'news', 'day']"
"PM Modi Lauds Indian Oscars Wins By RRR, Guneet Monga In Last Mann Ki Baat Episode Of 2023","['wrapped', 'achievement', 'India', '2023', 'Prime', 'Minister', 'Narendra', 'Modi', 'also', 'hailed', 'film', 'industry', 'historic', 'win', 'Oscars', '2023', 'Telugu', 'film', 'RRR', 'Best', 'Original', 'Song', 'Naatu', 'Elephant', 'Whisperers', 'Best', 'Documentary', 'Short']"
"Top South News: Samantha Celebrates New Year, Fahadh Faasil's Next Tamil Film Announced","['See', 'favourite', 'celebrity', '2024', 'Samantha', 'Fahadh', 'Faasil', 'Prabhas', 'Naga', 'Chaitanya', 'take', 'look', 'latest', 'update', 'favourite', 'star', 'today', 'top', 'South', 'Indian', 'news']"
The Greatest Of All Time New Poster OUT! Vijay Promises Double The Action In Thalapathy 68,"['positive', 'response', 'title', 'first', 'look', 'poster', 'Greatest', 'Time', 'maker', 'released', 'second', 'look', 'Check', 'right']"
"Happy New Year 2024: Kamal Haasan, Mammootty, Allu Arjun And Other South Celebs Pour In Their Wishes","['welcome', 'New', 'Year', '2024', 'South', 'Indian', 'film', 'star', 'took', 'social', 'medium', 'account', 'wish', 'fan', 'follower', 'Kamal', 'Haasan', 'Allu', 'Arjun', 'here', 'celebrity', 'said']"
Superstar Rajinikanth Spreads New Year 2024 Cheer As He Waves To Fans Outside Chennai Home. Fans Scream 'THALAIVA',"['Happy', 'New', 'Year', '2024', 'yearly', 'ritual', 'Rajinikanth', 'stepped', 'Chennai', 'home', 'wish', 'happy', 'new', 'year', 'fan', 'Heres', 'year', 'filled', 'wave', 'joy', 'love', 'shared', 'moment', 'Take', 'look']"
"EXCLUSIVE! Director Hemanth Rao On Sapta Sagaradaache Ello - Side A, Side B, Working With Rakshit Shetty And More","['Director', 'Hemanth', 'Rao', 'captured', 'numerous', 'heart', 'film', 'Sapta', 'Sagaradaache', 'Ello', 'Side', 'Side', 'B', 'exclusive', 'interview', 'expressed', 'gratitude', 'film', 'critical', 'commercial', 'success', 'Read']"
Rocking Star Yash’s Stunt Master In Masterpiece Jolly Bastian Dies At Age 57,"['Stunt', 'master', 'Jolly', 'Bastian', 'renowned', 'work', '900', 'South', 'Indian', 'film', 'including', 'Masterpiece', 'Yash', 'passed', 'away', '57', 'due', 'massive', 'heart', 'attack', 'Bengaluru']"
"Best Kannada Movies Of 2023: Toby, Bisilu Kudare, Daredevil Musthafa And More","['Toby', 'Ghost', 'here', 'list', 'best', 'Kannada', 'film', '2023']"
"Hema Chaudhary Hospitalised After Suffering Brain Hemorrhage, Kannada Actress' Condition Critical: Reports","['Veteran', 'Kannada', 'actress', 'Hema', 'Chaudhary', 'reportedly', 'admitted', 'private', 'hospital', 'suffering', 'brain', 'hemorrhage', 'Read', 'know']"
"Kantara Chapter 1 Casting Call Goes Viral, Attracts 25,000 Enthusiastic Applicants","['Actordirector', 'Rishab', 'Shettys', 'team', 'currently', 'sorting', 'applicant', 'keen', 'working', 'Kantara', 'chapter', '1']"
"Upcoming Malayalam Movies In January 2024: Raastha To Malaikottai Vaaliban, List Of Upcoming Releases","['Upcoming', 'movie', 'January', '2024', 'new', 'interesting', 'film', 'hit', 'screen', 'January']"
"Top Malayalam Films 2023: Neru, 2018, Kannur Squad And More","['Mohanlals', 'Neru', 'Mammoottys', 'Kannur', 'Squad', 'here', 'list', 'Malayalam', 'film', 'loved', 'audience', '2023']"
"Top South News: Vishnu Manchu’s Kannappa Completes New Zealand Schedule, Priyamani Thanks Neru Crew","['Top', 'news', 'South', 'Indian', 'entertainment', 'Vishnu', 'Manchu', 'wrap', 'Kannappas', 'New', 'Zealand', 'shoot', 'Priyamani', 'express', 'gratitude', 'Neru', 'Trisha', 'Krishnan', 'share', 'excitement', 'Identitys', 'Malayalam', 'venture', 'cinematic', 'treat', 'awaits', 'fan']"
Dulquer Salmaan Drops Cute Wish For Wife Amaal On 12th Wedding Anniversary: Thank For Being My Calm,"['Dulquer', 'Salmaan', 'ringed', '12th', 'wedding', 'anniversary', 'wife', 'Amaal', 'sharing', 'special', 'post', 'social', 'medium', 'actor', 'shared', 'cute', 'photo', 'better', 'half', 'Take', 'look']"
When Fahadh Faasil Said That Marrying Him Is The Biggest Risk For Birthday Girl Nazriya Nazim,"['Nazriya', 'Nazims', 'birthday', 'here', 'look', 'time', 'husband', 'said', 'marrying', 'big', 'risk', 'wife']"
​A Ranjith Cinema: A Failed Experiment With Truth,"['Written', 'directed', 'Nishanth', 'Sattu', 'Ranjith', 'Cinema', 'released', 'theatre', 'December', '8', '2023', 'Malayalam', 'film', 'starring', 'Asif', 'Ali', 'Saiju', 'Kurup', 'streaming', 'Netflix']"
The Crown's Luther Ford Reveals Who Pushed Him To Audition For Prince Harry's Role,"['newcomer', 'landed', 'role', 'Prince', 'Harry', 'final', 'season', 'British', 'series', 'even', 'though', 'didnt', 'think', 'looked', 'much', 'like', 'younger', 'son', 'Princess', 'Diana']"
KWK New Promo OUT! Janhvi Kapoor Lets SLIP Shikhar Pahariya Is On Her Speed Dial List,"['Last', 'week', 'Koffee', 'couch', 'exuded', 'oldworld', 'charm', 'legendary', 'Sharmila', 'Tagore', 'son', 'Saif', 'Ali', 'Khan', 'week', 'promise', 'dynamic', 'episode', 'featuring', 'Kapoor', 'sister', 'Janhvi', 'Khushi', 'tantalizing', 'Instagram', 'promo', 'appears', 'daughter', 'late', 'icon', 'Sridevi', 'filmmaker', 'Boney', 'Kapoor', 'share', 'delightful', 'time', 'answering', 'Karan', 'Johars', 'intriguing', 'question']"
Nick Mohammed Teases Return Of Ted Lasso: Waiting For 2024,"['beloved', 'sport', 'comedy', 'ended', 'earlier', 'year', 'However', 'several', 'rumour', 'abound', 'spinoff', 'character', 'might', 'work']"
Budget 2024: What Is Bank Recapitalisation? All You Need To Know About Its Purpose and Process,"['Budget', '2019', 'bank', 'recapitalisation', 'program', 'Rs', '70000', 'crore', 'introduced', 'bolster', 'capital', 'reserve', 'Public', 'Sector', 'Banks', 'facilitate', 'increased', 'credit', 'flow', 'economy', 'initiative', 'aim', 'strengthen', 'financial', 'health', 'bank', 'promote', 'economic', 'growth', 'ensuring', 'sufficient', 'capital', '2024', 'budget', 'head', 'becomes', 'important', 'know', 'bank', 'recapitalization', 'purpose', 'process']"
Allcargo Logistics Bonus Shares: Stock Surges 12 pc -Know Record Date And Bonus Ratio,"['Tuesday', 'Allcargo', 'Logistics', 'Limited', 'share', 'witnessed', 'significant', 'surge', 'impressive', 'increase', '960', 'point', '1167', 'per', 'cent', 'compared', 'previous', 'day', 'closing', 'time', 'filing', 'share', 'actively', 'traded', 'NSE', 'approximately', 'Rs', '9185']"
Budget: Decoding Tax-To-GDP Ratio And Unraveling Its Significance In India’s Economy,"['taxtoGDP', 'ratio', 'hold', 'immense', 'significance', 'country', 'economic', 'health', 'influencing', 'various', 'aspect', 'Understanding', 'implication', 'becomes', 'crucial', 'budgetary', 'period', 'time', 'keenly', 'observed', 'expert', 'policymakers', 'becomes', 'important', 'know', 'Times', 'explains', 'comparative', 'analysis']"
Bollywood Star John Abraham Buys Bungalow In Mumbai's Khar - Know Price And Other Details,"['Bollywood', 'actor', 'John', 'Abraham', 'recently', 'made', 'significant', 'real', 'estate', 'investment', 'acquiring', 'bungalow', 'located', 'Linking', 'Road', 'Khar', 'whopping', 'Rs', '75', 'crore', 'According', 'Times', 'India', 'report', 'property', 'identified', '372', 'Nirmal', 'Bhavan', 'previously', 'owned', 'Pravin', 'Nathalal', 'Shah', 'family']"
"Stock Market Today: Tata Steel, IRFC, Tata Motors, Concor In Focus","['Stock', 'market', 'today', 'Around', '805', 'Tuesday', 'GIFT', 'Nifty', '2185650', '175', 'point', '008', 'per', 'cent', 'market', 'Monday', 'closed', 'Green', 'Nifty', 'Made', 'new', 'high', '2183435', 'Monday', 'NSE', 'Nifty', '50', 'BSE', 'Sensex', 'index', 'ended', 'first', 'trading', 'day', '2024', 'green']"
Hindustan Unilever Ltd Gets Rs 447.5 cr GST Demands And Penalties - Details,"['FMCG', 'giant', 'Hindustan', 'Unilever', 'Ltd', 'HUL', 'disclosed', 'received', 'Goods', 'Services', 'Tax', 'GST', 'demand', 'penalty', 'totaling', 'Rs', '4475', 'crore', 'authority', 'regulatory', 'filing', 'company', 'revealed', 'received', 'five', 'order', 'different', 'GST', 'official', 'Friday', 'Saturday', 'citing', 'issue', 'disallowance', 'GST', 'credit', 'expatriate', 'salary', 'consideration']"
Electoral Bonds Open for Subscription Tomorrow: When and Where to Buy?,"['Electoral', 'bond', 'scheme', 'Government', 'India', 'announced', 'issuance', '30th', 'tranche', 'electoral', 'bond', 'bond', 'provide', 'alternative', 'cash', 'donation', 'political', 'party', 'set', 'go', 'sale', 'starting', 'Tuesday', 'latest', 'tranche', 'electoral', 'bond', 'available', 'purchase', 'January', '2', 'January', '11', '2024']"
"Still Holding Withdrawn Currency? RBI Recommends 3 Ways to Submit Rs 2,000 Notes","['Rs', '2000', 'note', 'exchange', 'RBI', 'Despite', 'withdrawal', 'Rs', '2000', 'bank', 'note', 'continue', 'recognised', 'legal', 'tender', 'still', 'note', 'RBI', 'outlined', 'multiple', 'submission', 'option']"
Understanding Dividend Distribution Tax (DDT),"['new', 'provision', 'introduced', 'Finance', 'Act', '2020', 'individual', 'investor', 'bear', 'responsibility', 'dividend', 'tax', 'payment']"
